nom sede IPS,nit IPS ,naturaleza,num digito_verificion,num nivel atencion,nom grupo capacidad ,nom descripcion capacidad ,num cantidad capacidad instalada
HOSPITAL CAMILO VILLAZÓN PUMAREJO,824002672,Pública,8,1,CAMAS,Pediátrica,2
HOSPITAL CAMILO VILLAZÓN PUMAREJO,824002672,Pública,8,1,CAMAS,Adultos,2
HOSPITAL CAMILO VILLAZÓN PUMAREJO,824002672,Pública,8,1,CAMAS,Obstetricia,2
E.S.E HOSPITAL LOCAL DE RIO DE ORO,824000449,Pública,2,1,CAMAS,Obstetricia,2
COOPERSALUD IPS SAN ALBERTO,900187021,Privada,2,,CAMAS,Adultos,2
COOPERSALUD IPS SAN ALBERTO,900187021,Privada,2,,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,824000469,Pública,1,1,CAMAS,Obstetricia,2
HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E,824000441,Pública,4,1,CAMAS,Pediátrica,2
ESE HOSPITAL TAMALAMEQUE,892300209,Pública,6,1,CAMAS,Pediátrica,2
DUSAKAWI IPS,824002362,Privada,1,,SALAS,Procedimientos,2
SOCIEDAD DE ONCOLOGIA Y HEMATOLOGIA DEL CESAR LTDA,824000687,Privada,9,,SALAS,Procedimientos,2
HOSPITAL ROSARIO PUMAREJO DE LOPEZ,892399994,Pública,5,2,SALAS,Partos,2
CENTRO REGIONAL DE ONCOLOGIA SAS,824005694,Privada,3,,CAMAS,Adultos,2
INSTITUTO CARDIOVASCULAR DEL CESAR S.A,900016598,Privada,7,,SALAS,Quirófano,2
CECILED(CENTRO DE CIRUGIA LAPAROSCOPICA Y ENDOSCOPIA DIGESTIVA DEL CESAR LTDA),900179340,Privada,3,,SALAS,Quirófano,2
MEDICAL HOMECARE IPS,900368327,Privada,8,,CAMAS,Institución Paciente Crónico,2
CLINICA ARENAS VALLEDUPAR SAS,900907330,Privada,4,,SALAS,Quirófano,2
COMFACHOCO - HOSPITAL LASCARIO BARBOSA AVENDAÑO,891600091,Privada,8,,SALAS,Procedimientos,2
UNISANAR E.U.,818002414,Privada,2,,CAMAS,Obstetricia,2
UNISANAR IPS,818002414,Privada,2,,CAMAS,Pediátrica,2
UNISANAR IPS,818002414,Privada,2,,CAMAS,Obstetricia,2
UNISANAR E.U.,818002414,Privada,2,,CAMAS,Obstetricia,2
IPS SERVIMEDICO ATRATO,900206582,Privada,5,,CAMAS,Pediátrica,2
UNISANAR E.U.,818002414,Privada,2,,CAMAS,Obstetricia,2
COMFACHOCO - HOSPITAL JULIO FIGUEROA VILLA,891600091,Privada,8,,CAMAS,Obstetricia,2
I.P.S SERVIMEDICO S.A.S CARMEN DEL DARIEN,900206582,Privada,5,,CAMAS,Pediátrica,2
IPS ROBLE SALUD CANTÓN DEL SAN PABLO,818002271,Privada,6,,CAMAS,Pediátrica,2
UNIDAD MEDICA MI SALUD S.A.S,900212320,Privada,7,,CAMAS,Pediátrica,2
UNIDAD MEDICA MI SALUD S.A.S,900212320,Privada,7,,CAMAS,Adultos,2
UNIDAD MEDICA MI SALUD S.A.S,900212320,Privada,7,,CAMAS,Pediátrica,2
UNIDAD MEDICA MI SALUD S.A.S,900212320,Privada,7,,CAMAS,Adultos,2
SEDE PALESTINA,900538139,Privada,1,,CAMAS,Pediátrica,2
SEDE PALESTINA,900538139,Privada,1,,CAMAS,Adultos,2
SEDE PALESTINA,900538139,Privada,1,,CAMAS,Obstetricia,2
SEDE DOCORDO,900538139,Privada,1,,SALAS,Procedimientos,2
UNIDAD MEDICA MARIA CONCEPCION IPS LTDA,900207856,Privada,2,,CAMAS,Obstetricia,2
CENTRO MEDICO CUBIS LIMITADA SEDE JURADO,818002571,Privada,0,,CAMAS,Obstetricia,2
UNISANAR E.U.,818002414,Privada,2,,CAMAS,Obstetricia,2
IPS SERVIMEDICO LLORO,900206582,Privada,5,,CAMAS,Pediátrica,2
IPS SERVIMEDICO MEDIO ATRATO,900206582,Privada,5,,CAMAS,Pediátrica,2
ESE. HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,818001019,Pública,1,1,SALAS,Partos,2
CAJA DE COMPENSACION FAMILIAR DEL CHOCO,891600091,Privada,8,,SALAS,Quirófano,2
CLINICA VIDA I.P.S S.A.S.,800232788,Privada,2,,CAMAS,Obstetricia,2
Unidad de Cuidados Críticos del Chocó SAS,900568257,Privada,9,,CAMAS,Cuidado Intermedio Adulto,2
UNIDAD MEDICOQUIRURGICA SANTIAGO S.A.S,900604984,Privada,1,,SALAS,Quirófano,2
Nueva Empresa Social del Estado Hospital Departamental San Francisco de Asis,901108114,Pública,5,2,SALAS,Quirófano,2
Nueva Empresa Social del Estado Hospital Departamental San Francisco de Asis,901108114,Pública,5,2,SALAS,Partos,2
UNISANAR E.U.,818002414,Privada,2,,CAMAS,Obstetricia,2
UNISANAR E.U.,818002414,Privada,2,,CAMAS,Obstetricia,2
IPS SERVIMEDICO RIO QUITO,900206582,Privada,5,,CAMAS,Pediátrica,2
I.P.S SERVIMEDICO S.A.S RIO SUCIO,900206582,Privada,5,,CAMAS,Obstetricia,2
I.P.S SERVIMEDICO S.A.S BELEN DE BAJIRA,900206582,Privada,5,,CAMAS,Obstetricia,2
UNISANAR E.U.,818002414,Privada,2,,CAMAS,Pediátrica,2
UNISANAR E.U.,818002414,Privada,2,,CAMAS,Obstetricia,2
UNIDAD MEDICA MI SALUD S.A.S.,900212320,Privada,7,,CAMAS,Pediátrica,2
UNIDAD MEDICA MI SALUD S.A.S.,900212320,Privada,7,,CAMAS,Obstetricia,2
COMFACHOCO - HOSPITAL LOCAL DE UNGUIA,891600091,Privada,8,,CAMAS,Pediátrica,2
CAMI LTDA,812004304,Privada,8,,CAMAS,Obstetricia,2
E.S.E. CAMU DE CANALETE,812001868,Pública,6,1,CAMAS,Pediátrica,2
E.S.E. CAMU DE CANALETE,812001868,Pública,6,1,CAMAS,Obstetricia,2
ESE CAMU EL PRADO,812002836,Pública,5,1,CAMAS,Pediátrica,2
ESE CAMU EL PRADO,812002836,Pública,5,1,CAMAS,Obstetricia,2
Odontocer centro de especialistas SAS,900845123,Privada,9,,SALAS,Procedimientos,2
CENTRO DE SALUD DE CHIMA,812001424,Pública,1,1,CAMAS,Obstetricia,2
INSTITUCION PRESTADORA DE SERVICIOS DE SALUD INDIGENA MENEXKA IPS-I,900205591,Pública,7,1,CAMAS,Obstetricia,2
E.S.E. CENTRO DE SALUD COTORRA,812003726,Pública,8,1,CAMAS,Pediátrica,2
E.S.E. CENTRO DE SALUD COTORRA,812003726,Pública,8,1,CAMAS,Adultos,2
E.S.E. CENTRO DE SALUD COTORRA,812003726,Pública,8,1,CAMAS,Obstetricia,2
E.S.E. C.A.M.U. LA APARTADA,812002496,Pública,4,1,CAMAS,Obstetricia,2
ESE CAMU SANTA TERESITA,812001423,Pública,2,1,CAMAS,Pediátrica,2
CLINICA LA TRINIDAD IPS LTDA,812002958,Privada,5,,CAMAS,Pediátrica,2
CLINICA LA TRINIDAD IPS LTDA,812002958,Privada,5,,CAMAS,Obstetricia,2
E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,800204153,Pública,7,2,SALAS,Partos,2
CUIDADOS INTENSIVOS NEONATAL DEL BAJO SINU LIMITADA,900054563,Privada,1,,CAMAS,Cuidado Intermedio Pediátrico,2
CUIDADOS INTENSIVOS NEONATAL DEL BAJO SINU LIMITADA,900054563,Privada,1,,CAMAS,Cuidado Intensivo Pediátrico,2
ESE camu de momil,812003817,Pública,1,1,CAMAS,Pediátrica,2
ESE camu de momil,812003817,Pública,1,1,CAMAS,Obstetricia,2
E.S.E. HOSPITAL MONTELIBANO,812000344,Pública,4,1,SALAS,Quirófano,2
E.S.E. HOSPITAL MONTELIBANO,812000344,Pública,4,1,SALAS,Partos,2
COOPERSALUD IPS MONTELÍBANO,900187021,Privada,2,,SALAS,Quirófano,2
CLINICA ZAYMA LTDA,800074112,Privada,6,,CAMAS,Cuidado Intermedio Adulto,2
AMBULATORIOS LIMITADA,812000924,Privada,6,,SALAS,Quirófano,2
ESE HOSPITAL SAN JERONIMO DE MONTERIA,891079999,Pública,5,2,CAMAS,Cuidado Intermedio Adulto,2
CLINICA MATERNO INFANTIL CASA DEL NIÑO SEDE PRINCIPAL,812004935,Privada,5,,SALAS,Quirófano,2
CLINICA MATERNO INFANTIL CASA DEL NIÑO SEDE PRINCIPAL,812004935,Privada,5,,SALAS,Partos,2
CLINICA MONTERIA S.A.,891001122,Privada,8,,CAMAS,Cuidado Intensivo Neonatal,2
CLINICA MONTERIA S.A.,891001122,Privada,8,,CAMAS,Cuidado Intermedio Pediátrico,2
CLINICA DE TRAUMAS Y FRACTURAS ULISES HERRERA SANCHEZ ESPECIALISTA ASOCIADOS,812005130,Privada,8,,CAMAS,Pediátrica,2
CLINICA DE TRAUMAS Y FRACTURAS ULISES HERRERA SANCHEZ ESPECIALISTA ASOCIADOS,812005130,Privada,8,,SALAS,Quirófano,2
CLINICA CENTRAL O.H.L. LTDA,900082202,Privada,7,,SALAS,Quirófano,2
CLINICA LA ESPERANZA MONTERIA,900005955,Privada,6,,CAMAS,Cuidado Intermedio Pediátrico,2
CLINICA LA ESPERANZA MONTERIA,900005955,Privada,6,,CAMAS,Cuidado Intermedio Adulto,2
CLINICA LA ESPERANZA MONTERIA,900005955,Privada,6,,CAMAS,Cuidado básico neonatal,2
CLINICA LA ESPERANZA MONTERIA,900005955,Privada,6,,SALAS,Quirófano,2
CENTRO CARDIO INFANTIL IPS #3,900090247,Privada,1,,SALAS,Procedimientos,2
VISION TOTAL S.A.S,830504734,Privada,2,,SALAS,Quirófano,2
UROCLINICA DE CORDOBA SAS,900193988,Privada,3,,SALAS,Quirófano,2
CENTRO DE CIRUGIA AMBULATORIA Y OFTALMOLOGICA DE CORDOBA S.A.S.,812007222,Privada,6,,SALAS,Quirófano,2
ESPECIALIDADES CLINICAS IPS,900525539,Privada,6,,SALAS,Quirófano,2
Fundacion clinica del rio,900540156,Privada,1,,SALAS,Quirófano,2
CLINICA ESIMED MONTERIA,800215908,Privada,8,,SALAS,Quirófano,2
centro hospitalario de cordoba,901090960,Privada,9,,SALAS,Quirófano,2
EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,812003455,Pública,7,1,CAMAS,Pediátrica,2
EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,812003455,Pública,7,1,CAMAS,Adultos,2
EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,812003455,Pública,7,1,CAMAS,Obstetricia,2
CLINICA JERUSALEN,830507245,Privada,6,,CAMAS,Pediátrica,2
E.S.E. CAMU DE PUEBLO NUEVO,812001520,Pública,9,1,CAMAS,Obstetricia,2
E.S.E CAMU DE PURISIMA,812001792,Pública,5,1,CAMAS,Obstetricia,2
CINICA SAHAGUN IPS S.A,812000527,Privada,5,,SALAS,Quirófano,2
ESE HOSPITAL SAN JUAN DE SAHAGUN,812003851,Pública,0,2,SALAS,Quirófano,2
ESE HOSPITAL SAN JUAN DE SAHAGUN,812003851,Pública,0,2,SALAS,Partos,2
E.S.E. CAMU DE SAN ANTERO,812002993,Pública,3,1,SALAS,Partos,2
E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,891000499,Pública,4,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO SAN CARLOS,891080015,Pública,5,2,CAMAS,Obstetricia,2
FUNDACION SOLIDARIA I.P.S,812004371,Privada,1,,CAMAS,Pediátrica,2
FUNDACION SOLIDARIA I.P.S,812004371,Privada,1,,CAMAS,Adultos,2
NSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,900205591,Pública,7,1,CAMAS,Pediátrica,2
NSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,900205591,Pública,7,1,CAMAS,Obstetricia,2
SANATORIO DE AGUA DE DIOS E.S.E. - (250010009401),890680014,Pública,9,1,CAMAS,Obstetricia,2
E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,890680031,Pública,4,1,SALAS,Procedimientos,2
ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA SEDE 2,832002436,Pública,5,1,CAMAS,Pediátrica,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE CAQUEZA,832001411,Pública,7,2,SALAS,Quirófano,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE CAQUEZA,832001411,Pública,7,2,SALAS,Partos,2
E.S.E. HOSPITAL SAN ANTONIO DE CHIA - (251750002001),899999156,Pública,1,1,SALAS,Quirófano,2
CLINICA CHIA S.A,800200789,Privada,2,,CAMAS,Pediátrica,2
CLINICA CHIA S.A,800200789,Privada,2,,SALAS,Quirófano,2
CLINICA CHIA S.A,800200789,Privada,2,,SALAS,Procedimientos,2
PREVENTIVE CARE SEDE PRINCIPAL,900108725,Privada,1,,SALAS,Procedimientos,2
ESE HOSPITAL SAN MARTIN DE PORRES DE CHOCONTA,860024766,Pública,7,1,SALAS,Quirófano,2
ESE HOSPITAL SAN MARTIN DE PORRES DE CHOCONTA,860024766,Pública,7,1,SALAS,Partos,2
ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,860020094,Pública,8,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,899999151,Pública,3,2,SALAS,Partos,2
CLINICA CEDIMEC S.A.S.,900293300,Privada,6,,CAMAS,Pediátrica,2
MEDIFACA IPS S.A.S,900529056,Privada,9,,SALAS,Quirófano,2
MEDIFACA IPS S.A.S,900529056,Privada,9,,SALAS,Procedimientos,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FUSAGASUGA,890680025,Pública,1,2,CAMAS,Cuidado Intermedio Adulto,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FUSAGASUGA,890680025,Pública,1,2,SALAS,Partos,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE GACHETA,899999163,Pública,1,2,SALAS,Quirófano,2
SOCIEDAD DE ESPECIALISTAS DE GIRARDOT - (253070000401),890601210,Privada,9,,SALAS,Quirófano,2
NUEVA CLINICA SAN SEBASTIAN GIRARDOT,860066191,Privada,2,,CAMAS,Cuidado Intensivo Pediátrico,2
CLÍNICA SAN RAFAEL DUMIAN GIRARDOT,805027743,Privada,1,,CAMAS,Cuidado Intensivo Pediátrico,2
ESE HOSPITAL SAN JOSE DE GUACHETA,800204497,Pública,5,1,CAMAS,Pediátrica,2
E.S.E HOSPITAL SAN ANTONIO DE GUATAVITA,860035447,Pública,1,1,CAMAS,Pediátrica,2
E.S.E. POLICLINICO DE JUNIN - (253720031401),900000427,Pública,6,1,CAMAS,Obstetricia,2
E.S.E HOSPITAL SAN JOSE DE LA PALMA - (253940003401),899999165,Pública,6,1,CAMAS,Obstetricia,2
E.S.E.HOSPITAL SANTA MATILDE DE MADRID,860009555,Pública,7,1,SALAS,Quirófano,2
E.S.E.HOSPITAL SANTA MATILDE DE MADRID,860009555,Pública,7,1,SALAS,Procedimientos,2
E.S.E. HOSPITAL NUESTRA SEÑORA DE MEDINA - (254380004501),892001990,Pública,8,1,CAMAS,Pediátrica,2
E.S.E. HOSPITAL NUESTRA SEÑORA DE MEDINA - (254380004501),892001990,Pública,8,1,CAMAS,Obstetricia,2
HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DE ESTADO DEL MUNICIPIO DE MOSQUERA,832010436,Pública,9,1,CAMAS,Pediátrica,2
HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DE ESTADO DEL MUNICIPIO DE MOSQUERA,832010436,Pública,9,1,SALAS,Partos,2
E.S.E. HOSPITAL SAN RAFAEL DE PACHO - (255130002801),800099860,Pública,5,2,SALAS,Quirófano,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR,860024030,Pública,5,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,900283194,Pública,9,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL,860023999,Pública,1,1,CAMAS,Pediátrica,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,899999158,Pública,4,1,CAMAS,Obstetricia,2
E.S.E. HOSPITAL MARIO GAITAN YANGUAS DE SOACHA - (257540038001),800006850,Pública,3,1,SALAS,Partos,2
E.S.E. HOSPITAL NUESTRA SENORA DEL ROSARIO SUESCA - (257720037801),832011441,Pública,0,1,CAMAS,Adultos,2
EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADILLA (E.S.E.) HOSPITAL VIANI PRIMER NIVEL DE ATENCION - (258670190901),900094475,Pública,2,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,899999147,Pública,3,2,SALAS,Procedimientos,2
CENTRO DE SALUD SAN ANTONIO - (258850003409),899999165,Pública,6,1,CAMAS,Obstetricia,2
ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA UNIDAD FUNCIONAL ZIPAQUIRA,899999032,Pública,5,2,SALAS,Quirófano,2
Nuevo Hospital Manuel Elkin Patarroyo Centro Barrancominas,900714155,Privada,2,,CAMAS,Pediátrica,2
Nuevo Hospital Manuel Elkin Patarroyo Centro Barrancominas,900714155,Privada,2,,CAMAS,Adultos,2
"HOSPITAL MARIA CRISTINA COBO MAHECHA, MUNICIPIO DE CALAMAR, GUAVIARE",822006051,Pública,5,1,CAMAS,Pediátrica,2
HOSPITAL DE PRIMER NIVEL EL RETORNO,822006051,Pública,5,1,CAMAS,Pediátrica,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE DEL GUAVIARE,832001966,Pública,2,2,SALAS,Quirófano,2
E.S.E. HOSPITAL SAN CARLOS DE AIPE,891180238,Pública,1,1,CAMAS,Obstetricia,2
ESE HOSPITAL ALGECIRAS,813001653,Pública,3,1,CAMAS,Pediátrica,2
ESE HOSPITAL ALGECIRAS,813001653,Pública,3,1,CAMAS,Adultos,2
E.S.E. HOSPITAL TULIA DURAN DE BORRERO DE BARAYA,891180159,Pública,6,1,CAMAS,Pediátrica,2
E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,891180039,Pública,0,1,CAMAS,Adultos,2
E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,891180039,Pública,0,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO ANA SILVIA MALDONADO JIMENEZ,813011706,Pública,8,1,CAMAS,Pediátrica,2
EMPRESA SOCIAL DEL ESTADO ANA SILVIA MALDONADO JIMENEZ,813011706,Pública,8,1,CAMAS,Obstetricia,2
CENTRO ESPECIALIZADO DE UROLOGIA SAS SEDE GARZON,900422064,Privada,7,,SALAS,Procedimientos,2
E.S.E. MARIA AUXILIADORA DE GARZON,813002940,Pública,7,1,SALAS,Partos,2
E.S.E. MARIA AUXILIADORA DE GARZON,813002940,Pública,7,1,SALAS,Procedimientos,2
E.S.E. SAN VICENTE DE PAUL DE GARZON,891180026,Pública,5,2,SALAS,Partos,2
SEDE AMBULATORIA,891180026,Pública,5,2,SALAS,Procedimientos,2
ESE SAN ANTONIO DE GIGANTE,891180065,Pública,2,1,CAMAS,Pediátrica,2
ESE SAN ANTONIO DE GIGANTE,891180065,Pública,2,1,CAMAS,Obstetricia,2
ese hospital local municipal,813011515,Pública,8,1,CAMAS,Obstetricia,2
E.S.E. HOSPITAL MARIA AUXILIADORA DE IQUIRA,891103968,Pública,1,1,CAMAS,Pediátrica,2
ESE HOSPITAL SAN JOSE DE ISNOS,813010996,Pública,2,1,CAMAS,Pediátrica,2
ESE HOSPITAL SAN JOSE DE ISNOS,813010996,Pública,2,1,CAMAS,Adultos,2
E.S.E. JUAN RAMON NUÑEZ PALACIOS,813010966,Pública,1,1,CAMAS,Pediátrica,2
ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA,891180117,Pública,7,2,SALAS,Quirófano,2
ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA,891180117,Pública,7,2,SALAS,Partos,2
BELEN,813002872,Pública,4,1,CAMAS,Pediátrica,2
BELEN,813002872,Pública,4,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL LUIS ANTONIO MOJICA DE NATAGA,813011465,Pública,8,1,CAMAS,Pediátrica,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL LUIS ANTONIO MOJICA DE NATAGA,813011465,Pública,8,1,CAMAS,Obstetricia,2
ENDOTEK LTDA,813002682,Privada,1,,SALAS,Procedimientos,2
Clínica ESIMED Neiva,800215908,Privada,8,,CAMAS,Cuidado Intermedio Neonatal,2
CENTRO DE SALUD LAS GRANJAS,813005265,Pública,7,1,CAMAS,Obstetricia,2
CENTRO OFTALMOLOGICO SURCOLOMBIANO LTDA,800193801,Privada,2,,SALAS,Quirófano,2
SOCIEDAD CLINICA EMCOSALUD S.A.,813005431,Privada,3,,CAMAS,Cuidado Intermedio Neonatal,2
SOCIEDAD CLINICA EMCOSALUD S.A.,813005431,Privada,3,,CAMAS,Cuidado Intermedio Adulto,2
SOCIEDAD CLINICA EMCOSALUD S.A.,813005431,Privada,3,,SALAS,Quirófano,2
CLINICA UROS S.A,813011577,Privada,4,,CAMAS,Cuidado Intermedio Pediátrico,2
CLINICA BELO HORIZONTE LTDA,900215983,Privada,3,,CAMAS,Pediátrica,2
CURAHELP,900406995,Privada,1,,SALAS,Procedimientos,2
INTERPLASTICA IPS SAS,900422195,Privada,3,,SALAS,Quirófano,2
CENTRO ESPECIALIZADO DE UROLOGIA S.A.S,900422064,Privada,7,,SALAS,Quirófano,2
COVEN,900280825,Privada,4,,SALAS,Quirófano,2
CLINICA ODONTOLOGICA ESPECIALIZADA VIDA DENT,900190226,Privada,6,,SALAS,Procedimientos,2
ESE SANTA ROSA DE LIMA,813011027,Pública,5,1,CAMAS,Adultos,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,891180091,Pública,4,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA,813011505,Pública,4,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JUAN DE DIOS,813006877,Pública,9,1,CAMAS,Pediátrica,2
E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,891180134,Pública,2,2,CAMAS,Cuidado Intermedio Adulto,2
ESE HOSPITAL DIVINO NIÑO,813002933,Pública,5,1,CAMAS,Obstetricia,2
ESE NUESTRA SEÑORA DEL CARMEN,813010024,Pública,9,1,CAMAS,Pediátrica,2
E.S.E. HOSPITAL SAN ANTONIO DE TARQUI,891180232,Pública,6,1,CAMAS,Pediátrica,2
E.S.E. HOSPITAL SAN ANTONIO DE TARQUI,891180232,Pública,6,1,CAMAS,Adultos,2
E.S.E. HOSPITAL SAN ANTONIO DE TARQUI,891180232,Pública,6,1,CAMAS,Obstetricia,2
E.S.E. CENTRO DE SALUD MIGUEL BARRETO LOPEZ DE TELLO,813004018,Pública,1,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO ESE HOSPITAL SAN ROQUE,813010472,Pública,5,1,CAMAS,Pediátrica,2
EMPRESA SOCIAL DEL ESTADO ESE HOSPITAL SAN ROQUE,813010472,Pública,5,1,CAMAS,Obstetricia,2
E.S.E. CENTRO DE SALUD LAURA PERDOMO DE GARCIA DE YAGUARA,813003431,Pública,4,1,CAMAS,Adultos,2
E.S.E. CENTRO DE SALUD LAURA PERDOMO DE GARCIA DE YAGUARA,813003431,Pública,4,1,CAMAS,Obstetricia,2
ESE HOSPITAL SAN RAFAEL DE ALBANIA Sede Principal,825002525,Pública,7,1,CAMAS,Obstetricia,2
ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,800101022,Pública,8,1,SALAS,Partos,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN LUCAS,825000140,Pública,6,1,CAMAS,Pediátrica,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN LUCAS,825000140,Pública,6,1,CAMAS,Adultos,2
EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL CARMEN,825000620,Pública,1,1,CAMAS,Adultos,2
GYO MEDICALIPS SAS SUCURSAL MAICAO,900386591,Privada,2,,CAMAS,Cuidado Intermedio Pediátrico,2
SOCIEDAD MEDICA CLINICA MAICAO LTDA,839000356,Privada,0,,SALAS,Partos,2
CLINICA CEDES LTDA,800193989,Privada,8,,CAMAS,Cuidado Intermedio Adulto,2
Emprea Social del Estado Hospital Nuestra Señora de los Remedios,892115009,Pública,7,2,SALAS,Quirófano,2
SOCIEDAD MEDICA CLINICA RIOHACHA SAS,892115096,Privada,8,,SALAS,Partos,2
UNIDAD DE CUIDADOS INTENSIVOS RENACER,825003080,Privada,6,,CAMAS,Cuidado Intermedio Pediátrico,2
Imagen Dental,900050870,Privada,1,,SALAS,Quirófano,2
ANASHIWAYA,900177624,Pública,0,1,SALAS,Quirófano,2
ANASHIWAYA,900177624,Pública,0,1,SALAS,Partos,2
GYO MEDICAL IPS - RIOHACHA,900386591,Privada,2,,CAMAS,Cuidado Intermedio Pediátrico,2
GYO MEDICAL IPS S.A.S. - SUCURSAL SAN JUAN,900386591,Privada,2,,CAMAS,Cuidado Intermedio Pediátrico,2
GYO MEDICAL IPS S.A.S. - SUCURSAL SAN JUAN,900386591,Privada,2,,CAMAS,Cuidado Intensivo Pediátrico,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,892115010,Pública,5,2,SALAS,Quirófano,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,892115010,Pública,5,2,SALAS,Partos,2
ESE HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,800061765,Pública,9,1,CAMAS,Pediátrica,2
ESE HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,800061765,Pública,9,1,CAMAS,Obstetricia,2
UNIDAD MATERNO INFANTIL TALAPUIN S.A.S.,900492815,Privada,0,,SALAS,Quirófano,2
ESE HOSPITAL SANTA CRUZ,800213942,Pública,1,1,CAMAS,Adultos,2
ESE HOSPITAL SANTO TOMAS,800075650,Pública,1,1,CAMAS,Pediátrica,2
ESE HOSPITAL SANTO TOMAS,800075650,Pública,1,1,CAMAS,Obstetricia,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,819003618,Pública,6,1,CAMAS,Pediátrica,2
ESE HOSPITAL DE CERRO DE SAN ANTONIO,819001307,Pública,1,1,CAMAS,Pediátrica,2
FUNDACION POLICLINICA CIENAGA,800201726,Privada,3,,SALAS,Quirófano,2
CENTRO INTEGRAL VITA S.A.S.,900942542,Privada,7,,SALAS,Procedimientos,2
ESE HOSPITAL LOCAL DE CONCORDIA,819003462,Pública,4,1,CAMAS,Pediátrica,2
Clínica la Esperanza IPS Ltda. CALLE NUEVA,819004276,Privada,5,,CAMAS,Pediátrica,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,800154347,Pública,3,2,SALAS,Quirófano,2
EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,800154347,Pública,3,2,SALAS,Partos,2
