OBJECTID,Object_ID,Código de Habilitación,Código del Prestador,Nombre de la IPS,Dirección,Número Identificación Tributaria,Número de Fax,Clase de Prestador,Clase de Persona,Naturaleza Jurídica,Número de Teléfono,Correo Electrónico,coord_x,coord_y
2380,2380,110012738501,1100127385,AM SALUD SAS,Calle 1 f no. 29b -05,900776519,8037440,Instituciones - IPS,Juridica,Privada,8037440,gerencia@amsalud.com.co,,
2383,2383,110012741601,1100127416,EUREKA CLUB DE APRENDIZAJE S.A.S,Carrera 45A N° 103-24,900382507,Sin Dato,Instituciones - IPS,Juridica,Privada,4028527 - 3007121346,linamaria03@yahoo.com.ar,,
2385,2385,110012741801,1100127418,STUDIO ORAL DIGITAL S.A.S,CARRERA 78 8 -80 PISO 2,900681772,Sin Dato,Instituciones - IPS,Juridica,Privada,7009845 - 3209689760,studioraldigital@gmail.com,,
2386,2386,110012050102,1100120501,BMGC EL DORADO,AC 26 No. 69 63 of 314,900291373,Sin Dato,Instituciones - IPS,Juridica,Privada,3208899777,jsaffon@bostonmedical.com.co,,
2388,2388,110012742601,1100127426,AVANZAR IPS REHABILITACIÓN Y HABILITACIÓN SAS,CL 55 No 72 23,900741253,Sin Dato,Instituciones - IPS,Juridica,Privada,5482245 5482246,ipsavanzar@gmail.com,,
2391,2391,110011250302,1100112503,BIOMERTLAB SEDE 2,CARRERA 20 Nº 82-31 PISO 1 Consultorio 3,830131694,Sin Dato,Instituciones - IPS,Juridica,Privada,(1) 4673994 (1) 4674073,biomertlab416@hotmail.com,,
2393,2393,110012745101,1100127451,LIKKE,CRA 49 95-54,900574696,4674033,Instituciones - IPS,Juridica,Privada,4674033,bagh1975@gmail.com,,
2396,2396,110012749001,1100127490,EKILIBRARTE SAS - EKILIBRARTE IPS SAS,Cra. 62 No. 97-82,900696615,2260025,Instituciones - IPS,Juridica,Privada,2260005,auxadministrativo@ekilibrarteips.com,,
2397,2397,110012749701,1100127497,UROLOGIA DE COLOMBIA SAS,AV. CRA. 9 No.103 A - 36 CS 304 - 6,900722692,Sin Dato,Instituciones - IPS,Juridica,Privada,6290900-3007192019,urologiadecolombia@hotmail.com,,
2398,2398,110012411301,1100124113,SERVICIO AEREO MEDICALIZADO Y FUNDAMENTAL SAS SIGLA MEDICALFLY SAS,AV EL DORADO 103-10 ENT 1 INTERIOR 27 HANGAR 2,900458312,7958345,Instituciones - IPS,Juridica,Privada,7958345,GERENCIA@MEDICALFLY.COM.CO,,
2403,2403,110012751001,1100127510,PROTEGER HEALTH CARE SAS,Calle 119 Nº7-14 CS 313,900768835,Sin Dato,Instituciones - IPS,Juridica,Privada,2154414 - 3107632253,gerencia@protegerhealthcare.com,,
2408,2408,110012751901,1100127519,SECURA AVENIDA CHILE,CRA 12 N 71 32 OF 702 A,900343048,Sin Dato,Instituciones - IPS,Juridica,Privada,4672264 - 3142954946,asanint@securasas.com,,
2410,2410,110012752501,1100127525,OPTICA VISION COLOMBIA SAS,CRA 16 N° 50 - 98,900725439,3152081393,Instituciones - IPS,Juridica,Privada,7498159,opticavisicol17@hotmail.com,,
2415,2415,110012754601,1100127546,COMPAÑIA DE APOYO LOGISTICO EN SALUD SAS,CALLE 63 A No 24-80,900626661,Sin Dato,Instituciones - IPS,Juridica,Privada,2126602 - 3108015176- 3002113379,logisaludsas@gmail.com,,
2421,2421,110012756901,1100127569,Emdiagnostica SAS,Carrera 18 84-11 cons402,900354784,Sin Dato,Instituciones - IPS,Juridica,Privada,4028208,emdiagnostica@gmail.com,,
2425,2425,110012758001,1100127580,DDC IPS S.A.S.,CALLE 75 N° 69K 64,900746053,Sin Dato,Instituciones - IPS,Juridica,Privada,3922912/3134139473,ddcipssas@hotmail.com,,
2426,2426,110011693901,1100116939,COLSANITAS CENTRO DE ATENCIÓN EXCLUSIVA,AK 45 NO. 108 A-50 PISO 3 EDIFICIO BOSCH,860078828,5895420,Instituciones - IPS,Juridica,Privada,5895420,mburgos@colsanitas.com,,
2429,2429,110012760001,1100127600,Centro Nacional de Enfermedades Huerfanas y Linfedema IPS SAS CENEH IPS SAS,cra 16 No 82-74 of 704 y 410,900771147,Sin Dato,Instituciones - IPS,Juridica,Privada,2562150-3002118222,vascular@alejandromolinamd.com,,
2433,2433,110012761501,1100127615,DENTINA IPS,CARRERA 69 #24C -43 LOCAL 10,900776528,2630053,Instituciones - IPS,Juridica,Privada,2630053,gerencia@dentina.com.co,,
2435,2435,110012658803,1100126588,CENTRO DE REFERENCIA CLINICA SAS,CALLE 99 N° 49-27,900625069,Sin Dato,Instituciones - IPS,Juridica,Privada,4929603,gerencia@centrodereferenciaclinica.com,,
2437,2437,110012763101,1100127631,ASISTENCIA Y DIAGNOSTICO MEDICO SAS SEDE CALLE 90,CALLE 90 NO. 16-43 PRIMER PISO CONSULTORIO NO 6,900465335,Sin Dato,Instituciones - IPS,Juridica,Privada,7051705 Ext 131,STEVE_15B@HOTMAIL.COM,,
2439,2439,110010602437,1100106024,Dinámica IPS Clínica de la Mujer,KR 19C 91 08,800225057,6161799 ext 626,Instituciones - IPS,Juridica,Privada,6161799 ext 626,sandcego@dinamicaips.com.co,,
2440,2440,110012763601,1100127636,ODONTOLOGIA DE MARLON BECERRA FONTIBON,CL 19 NO. 100 50 LC 301,900764645,Sin Dato,Instituciones - IPS,Juridica,Privada,5406302/5408376/3046742846,cgrodontologos@gmail.com,,
2441,2441,110012763901,1100127639,IPS SHEQ GRUPO ASESORIAS INTEGRALES,CLL 52A No 74 A 32,900590676,Sin Dato,Instituciones - IPS,Juridica,Privada,4929210,asesoriasintegraleshseq@gmail.com,,
2442,2442,110011744801,1100117448,LICOOS LIGA CONTRA LA OSTEOPOROSIS,DIAGONAL 48 Nº 18-09,900141362,Sin Dato,Instituciones - IPS,Juridica,Privada,3464631 - 2329620,gerencialicoos@gmail.com,,
2448,2448,110012768201,1100127682,Cinthev,AV BOYACA No. 64 F 92,900537136,4929949,Instituciones - IPS,Juridica,Privada,4929949,andrea_r25@hotmail.com,,
2450,2450,110012768901,1100127689,CENTRO ASISTENCIAL DOMICILIARIO S.A.S SIGLA CENAS S.AS,"Av, Carrera 30 No 63 F 57 oficina 201",900752669,3156472,Instituciones - IPS,Juridica,Privada,3156472,ylmendozag@hotmail.com,,
2454,2454,110010719004,1100107190,INSTITUTO DE REFERENCIA ANDINO S.A.S,"Carrera 9 # 49-02, Consultorio 402",800222660,5700920,Instituciones - IPS,Juridica,Privada,2900077,informacion@iralabs.com,,
2455,2455,110010719005,1100107190,INSTITUTO DE REFERENCIA ANDINO S.A.S,Calle 80 # 8-84,800222660,5700920,Instituciones - IPS,Juridica,Privada,2900077,informacion@iralabs.com,,
2459,2459,110011923913,1100119239,INSTITUTO DE RECONOCIMIENTO DE PERSONAS IRP GALERIAS,CL 52 NO. 25 44,900234050,8051336,Instituciones - IPS,Juridica,Privada,8051336,centrosirp@gmail.com,,
2463,2463,110011114201,1100111142,SERVICIOS ADOM SAS sigla ADOM Salud Domiciliaria,CL 91 A 50 41,830001237,2577289,Instituciones - IPS,Juridica,Privada,6103520,jairo_diaz@adomsaluddomiciliaria.com,,
2464,2464,110010440001,1100104400,consultorio medico vicente de paul,calle 66 #27a - 26,860048128,Sin Dato,Instituciones - IPS,Juridica,Privada,2313025,convicentedepaul@gmail.com,,
2465,2465,110010733553,1100107335,SEDE CLINICA DEL COUNTRY,KR 16 A # 82 - 61 PI 1 y 2,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
2469,2469,110010750844,1100107508,LABORATORIO BIOIMAGEN LTDA CLLE 106,AV 19 N°106-30 PRIMER PISO,830016595,Sin Dato,Instituciones - IPS,Juridica,Privada,3008960112 - 3006975519,garantiadecalidad@bioimagen.com.co,,
2472,2472,110011280803,1100112808,FISIOSPORT LTDA,CALLE 117 # 6 A - 83 CONSULTORIO 303,830136757,Sin Dato,Instituciones - IPS,Juridica,Privada,3101279-3142963169,SANDPINZ@HOTMAIL.COM,,
2475,2475,110010919913,1100109199,JAVESALUD ALLIANZ SALITRE,CARRERA 46 No 22 B - 20 LOCAL 04,830018305,6 16 98 33,Instituciones - IPS,Juridica,Privada,6 16 98 33,direccion@javesalud.com.co,,
2480,2480,110011975907,1100119759,LABORATORIO CLINICO ESPECIALIZADO EXAMENES Y DIAGNOSTICOS,CR. 16 No. 82 - 95 CONS 303A,900263700,Sin Dato,Instituciones - IPS,Juridica,Privada,6105163,hprieto@examenesydiagnosticos.com,,
2481,2481,110012577102,1100125771,RHS ALIANZA HOMECARE IPS RIO NEGRO,CARRERA 58 #90-26,900611961,Sin Dato,Instituciones - IPS,Juridica,Privada,3164727659 / 3162659582,santiago.paredes@rhsalianza.com.co / john.marin@rhsalianza.com.co,,
2483,2483,110010733556,1100107335,SEDE CALLE 53,CL 53 # 67 B - 35 PI 1,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
2484,2484,110012806401,1100128064,AEPSI SAS,Calle 93 B N° 16 - 08 consultorio 301,900595618,Sin Dato,Instituciones - IPS,Juridica,Privada,3016260266,info@aepsi.com.co,,
2489,2489,110012795502,1100127955,RUAN REHACER IPS ODONTOLOGIA,CALLE 119 No 7 - 14 CS 501,830094305,Sin Dato,Instituciones - IPS,Juridica,Privada,6158554,ruanrehacer@gmail.com,,
2496,2496,110011474402,1100114744,UNIDAD DE LASER,CRA 16 N°. 84A-09 P 2 CONS. 206,830081879,6257754,Instituciones - IPS,Juridica,Privada,6107714,info@cirugiaocular.com.co,,
2500,2500,110012814401,1100128144,MEDINISTROS CENTRO AUDITIVO IPS SAS,CALLE 72 No. 22-42 OF 304,900771818,Sin Dato,Instituciones - IPS,Juridica,Privada,2174239 Ext.115 - 3165283655,medinistrosips@gmail.com,,
2501,2501,110012814901,1100128149,ALEJANDRO OROZCO SAS,AV CLL 116 No.9 72 CONS 701 702,900817489,Sin Dato,Instituciones - IPS,Juridica,Privada,3164474264 - 3144578279,aorozco.foqus@gmail.com,,
2503,2503,110012815401,1100128154,DOC EN CASA ATENCION INTEGRAL DOMICILIARIA SAS SIGLA DOC EN CASA,CALLE 55 # 74A 30,900711029,Sin Dato,Instituciones - IPS,Juridica,Privada,5484852 - 3192653097,info@docencasa.com,,
2505,2505,110012653602,1100126536,OROSALUD FONTIBON,CARRERA 99 #18A -09 LOCAL 1,900674891,Sin Dato,Instituciones - IPS,Juridica,Privada,2525500-3175741077,OROSALUDFONTIBON@GMAIL.COM,,
2508,2508,110012461001,1100124610,"FUNDACION IPS DE REHABILITACION EN SALUD MENTAL CONDUCTAL Y EMOCIONAL PARA NIÑOS, NIÑAS Y ADOLESCENTES ""PSICOREHABILITAR""",KR 69 # 67A 03,900217424,Sin Dato,Instituciones - IPS,Juridica,Privada,2258779 - 3203991392,fundacionpsicorehabilitar@gmail.com,,
2509,2509,110012817401,1100128174,14-85 DENTAL SPA S.A.S,CARRERA 14 No. 85-68 OF 303,900811857,Sin Dato,Instituciones - IPS,Juridica,Privada,6428828,tatytoro@hotmail.com,,
2510,2510,110012817301,1100128173,INSTITUTO NACIONAL DE INVESTIGACION Y MEDICINA ESPECIALIZADA SAS(INVAMES SAS),CARRERA 14 No.98-95 CONSULTORIO 306,900510916,6107696,Instituciones - IPS,Juridica,Privada,6107626 3153429800,cristobaltomas@yahoo.com,,
2511,2511,110012790502,1100127905,DENTIX AV. CHILE BOGOTA,AC 72 No 12 - 69,900759454,Sin Dato,Instituciones - IPS,Juridica,Privada,3219731113,cmunoz@dentix.co,,
2515,2515,110012821201,1100128212,LCA MEDICAL SAS,CL 72 No 20 B 17 Piso 1 Cs8 Piso 2 Cs 7,900822927,Sin Dato,Instituciones - IPS,Juridica,Privada,3103075205 - 2114212,lcamedical@gmail.com,,
2516,2516,110010073305,1100100733,CEUSA CENTRO DE ESPECIALISTAS EN UROLOGIA S A,CARRERA 16 A NO. 84 05 PISO 6,800167228,Sin Dato,Instituciones - IPS,Juridica,Privada,6217017,ceusa@etb.net.co,,
2519,2519,110011834301,1100118343,DOLLY DEVIA SPA,Cl 109 No. 16 -11 Piso 2,900024182,6374117,Instituciones - IPS,Juridica,Privada,6374117 - 6297840,dollydeviaspa@gmail.com,,
2521,2521,110012823601,1100128236,SALUD LABORAL PROFESIONAL IPS SAS,CRA 24 NO. 86A-20,900776017,Sin Dato,Instituciones - IPS,Juridica,Privada,3001539-3004858973,gerencia@saludlaboralprofesional.com,,
2525,2525,110011851602,1100118516,IMAGENES Y EQUIPOS SEDE OCCIDENTE,CL 73 A NO. 76 - 06 CS 509,830092719,7434040,Instituciones - IPS,Juridica,Privada,7434040,car467@hotmail.com,,
2526,2526,110012829101,1100128291,Healthy Clinicas de Adelgazamiento SAS,Cra. 60 Nº 66C 13 LC 3,900793968,Sin Dato,Instituciones - IPS,Juridica,Privada,2507096 - 3133279685,medipablo@yahoo.com,,
2527,2527,110012829501,1100128295,odontologia de marlon becerra galerias,cra 24 n. 53-66 piso 2,900812677,Sin Dato,Instituciones - IPS,Juridica,Privada,7036849-45,gerenteombgalerias@gmail.com,,
2529,2529,110010561811,1100105618,Unidad Materno Fetal,Calle 119 A N. 7-57,860037950,Sin Dato,Instituciones - IPS,Juridica,Privada,6030303 ext 5344 y 5345,dirhospital@fsfb.org.co,,
2530,2530,110010778210,1100107782,IPS SURA CHAPINERO 2,Carrera 9 # 49- 42 Piso 2 Edifico Marly,811007832,Sin Dato,Instituciones - IPS,Juridica,Privada,2322502,dmcorrea@sura.com.co,,
2531,2531,110010799401,1100107994,USIS PERCODEN SAS,CALLE 49 No 8 - 07 PI2,830111631,Sin Dato,Instituciones - IPS,Juridica,Privada,5705021 - 5710175,usispercoden@gmail.com,,
2536,2536,110010778211,1100107782,IPS SURA CAMARA DE COMERCIO DE BOGOTÁ,Avenida el Dorado #68d-35 Piso 6 COSTADO SUR ORIENTAL,811007832,Sin Dato,Instituciones - IPS,Juridica,Privada,5941000,amcortes@sura.com.co,,
2538,2538,110012833101,1100128331,CLINICA ORAL A1,Calle 119 # 7-14 consultorio 811,900744648,Sin Dato,Instituciones - IPS,Juridica,Privada,6293974-3107898719,jetzabel_cs@hotmail.com,,
2540,2540,110011841504,1100118415,MAXIDENT LAGO,CRA 76 No 72 06,900200201,Sin Dato,Instituciones - IPS,Juridica,Privada,311 508 14 19,williamnovoabuitrago@hotmail.com,,
2541,2541,110012833701,1100128337,Uroclinic SAS,"KR 19A # 82 85 CS 604-1, CS 604-2, CS 604-3",900812685,Sin Dato,Instituciones - IPS,Juridica,Privada,3144771428 - 3099389,julianb@uroclinic.co,,
2543,2543,110010651603,1100106516,LABORATORIO BIOCLINICO G V LTDA.,CR 7 No. 82 - 66 PISO 2 CS 203,860030582,Sin Dato,Instituciones - IPS,Juridica,Privada,2569928,gomezeugenia@hotmail.com,,
2545,2545,110012834201,1100128342,CMG CIRUGIAGASTRO,KR 18 # 84 11 CONS 605-1,900639938,Sin Dato,Instituciones - IPS,Juridica,Privada,2579955,cmg.cirugiagastro@hotmail.com,,
2547,2547,110010651605,1100106516,LABORATORIO BIOCLINICO G.V. LTDA.,AV 7 No. 119-14 CS 109,860030582,Sin Dato,Instituciones - IPS,Juridica,Privada,2756237,gomezeugenia@hotmail.com,,
2549,2549,110012834501,1100128345,La Dentisteria Clinica de Especialistas S.A.S,Cra 80C#24c-19 Lc 1,900847386,Sin Dato,Instituciones - IPS,Juridica,Privada,5471062-3144159983,ladentisteria.ce@gmail.com,,
2550,2550,110012834901,1100128349,OPTICAS VISION 20/20 JD,CALLE AVENIDA 72 # 69 M 13 PISO 1 LOCAL 1,900542496,Sin Dato,Instituciones - IPS,Juridica,Privada,2259410,grupojdopticas@gmail.com,,
2555,2555,110012834905,1100128349,OPTICAS VISION 20/20 JD,CALLE AVENIDA 72 No. 68 G-09 PISO 1 LOCAL 1,900542496,Sin Dato,Instituciones - IPS,Juridica,Privada,2312310,grupojdopticas@gmail.com,,
2558,2558,110012836101,1100128361,SERVICIOS DE SALUD HUMANA SAS SIGLA HIPNOX,Calle 99 No 9a- 45 Piso 2,900825082,Sin Dato,Instituciones - IPS,Juridica,Privada,6185580 - 3013836251,contacto@hipnox.co,,
2559,2559,110012836601,1100128366,COE CENTRO OCUPACIONAL EMPRESARIAL SAS SIGLA COE OCUPACIONAL,KR 28 # 53A 53 PISO 1 CONS 101 PISO 2 CONS 7,900824599,Sin Dato,Instituciones - IPS,Juridica,Privada,6027862 - 3017858962,COEOCUPACIONAL@GMAIL.COM,,
2564,2564,110012839801,1100128398,TUSALUD Y BIENESTAR IPS SAS,calle 72 No 20 b 17 Piso 1 Cons 1 piso 2 cons 2 -3-4-5-6,900770753,Sin Dato,Instituciones - IPS,Juridica,Privada,2114212-2115098,gerentead@tusaludybienestar.com.co,,
2565,2565,110012840001,1100128400,JURISMED ASISTENCIA SAS,CR 13 79 17 P1 CS 2,900767267,Sin Dato,Instituciones - IPS,Juridica,Privada,4879916 3005946055,jurismedasistencia@hotmail.com,,
2566,2566,110012482615,1100124826,EPS SANITAS CENTRO MEDICO CALLE 13,AC 13 NO. 65-21 LC 100 CC CENTENARIO ZONA INDUSTRIAL,800251440,Sin Dato,Instituciones - IPS,Juridica,Privada,6466060,mnempeque@colsanitas.com,,
2568,2568,110012844201,1100128442,MEDICAL HEALTH SOCIETY S.A.S,CALLE 31 SUR N 51 A 11,900786675,Sin Dato,Instituciones - IPS,Juridica,Privada,3144512257/5637276,mhsbogota@gmail.com,,
2576,2576,110012848401,1100128484,Christian Salazar Odontologia Estetica SAS,Calle 94 A # 13-08 Cs 205,900749415,Sin Dato,Instituciones - IPS,Juridica,Privada,6216643,administracion2@christiansalazar.com,,
2593,2593,110010559730,1100105597,Centro de Atención en Salud Cafam Calle 90,Carrera 17 N° 90 - 13,860013570,Sin Dato,Instituciones - IPS,Juridica,Privada,3105111 Ext 4275-4152,calidadsalud@cafam.com.co,,
2595,2595,110011350802,1100113508,MEDILABORAL IPS SANTA MARIA DEL LAGO,KR 72 BIS # 73 93,830142721,Sin Dato,Instituciones - IPS,Juridica,Privada,7032505 - 3155457685,gerencia@medilaboral.com,,
2602,2602,110012867803,1100128678,CENTRO ODONTOLOGICO ORAL EXPERT SEDE AVENIDA EL DORADO,Avenida Calle 26 # 68C - 61 OF 827,900827091,Sin Dato,Instituciones - IPS,Juridica,Privada,7046647,oralexpertcentroodontologico@gmail.com,,
2610,2610,110012576407,1100125764,FURINKAZAN CHICO 109,AV 19 NO 109A - 65 P3,900618930,Sin Dato,Instituciones - IPS,Juridica,Privada,7455510,MEDICO.ALTERNATIVO@FURINKAZANSPA.COM,,
2611,2611,110012347105,1100123471,CLINICOS PROGRAMAS DE ATENCIÓN INTEGRAL S.A.S IPS,AC 116 NO. 9 72 P 6 OF 602,900496641,Sin Dato,Instituciones - IPS,Juridica,Privada,4660183,calidad@clinicos.com.co,,
2614,2614,110011923101,1100119231,EMPRESA DE MEDICINA INTEGRAL EMI SA SUCURSAL BOGOTA,KR 68 D # 18 30,811007601,Sin Dato,Instituciones - IPS,Juridica,Privada,3077364-3105362359,jorge.garcia@grupoemi.com,,
2616,2616,110012875701,1100128757,DR HELP SALUD INTEGRAL A SU HOGAR S.A.S. SIGLA DR. HELP SALUDINTEGRAL S.A.S.,CL 25 C NO. 85 C 41 OF 202,900854445,Sin Dato,Instituciones - IPS,Juridica,Privada,3102208220 - 6495747,drhelp.sas@gmail.com,,
2617,2617,110012876201,1100128762,Moleculab SAS,Carrera 19 A # 82-85 consultorio 309,900831555,Sin Dato,Instituciones - IPS,Juridica,Privada,3003142156-3182585081,moleculab@moleculab.com.co,,
2618,2618,110012877301,1100128773,MEDICINA NUCLEAR DE BOGOTA S.A.S.,KR 20 Nº 62-09,900589109,Sin Dato,Instituciones - IPS,Juridica,Privada,7034991 - 7034982 - 3173651854,mednucbogota@gmail.com,,
2622,2622,110010709114,1100107091,LIH SA SEDE CIMA COUNTRY,CALLE 83 # 16 A - 22/44 CONSULTORIO 208,800075543,Sin Dato,Instituciones - IPS,Juridica,Privada,6205501 EXT. 327-328,gerencia@lablih.net,,
2624,2624,110012877901,1100128779,CENTRO MEDICO FAMILIAR LA FLOR DE LOTO SAS,CARRERA 7 NO 54 69 PISO 3,900724001,Sin Dato,Instituciones - IPS,Juridica,Privada,2555293 - 3143061630,MAKA138@HOTMAIL.COM,,
2627,2627,110011919001,1100119190,LABORATORIO DE REFERENCIA EN HEMOSTASIA,KR 9 # 48 40 CS 603 - 604,900197001,2878404 - 3138843490 - 3184022487,Instituciones - IPS,Juridica,Privada,2878404 - 3138843490 - 3184022487,labhemostasia@labhemostasia.com,,
2628,2628,110010812002,1100108120,GARCIA PEREZ MEDICA Y COMPAÑIA S.A.S- GARPER MEDICA SAS,KR 23 # 45C 31 CONSULTORIO 617,800231038,Sin Dato,Instituciones - IPS,Juridica,Privada,3381215 - 3381216 - 3108016492,subgerencia@garpermedica.com,,
2629,2629,110012881701,1100128817,ZADA SALUD OCUPACIONAL SAS,KR 64 # 97 63,900858795,3203643035,Instituciones - IPS,Juridica,Privada,2530712 - 3102041439,zadasaludocupacional@hotmail.com,,
2631,2631,110012881901,1100128819,ICARE WEB SAS,KR 19 A No 82 -85 PISO 9,900688034,Sin Dato,Instituciones - IPS,Juridica,Privada,7954284,contact@icare.com.co,,
2633,2633,110012884001,1100128840,COMPAÑIA CALIDAD Y CUIDADO EN SALUD S A S SIGLA COMPCASA SAS,TRANSVERSAL 77 # 7 A 10 CASA 9 LOCAL 5,900543651,Sin Dato,Instituciones - IPS,Juridica,Privada,8148503 - 3178456270,compcasa-sas@hotmail.com,,
2634,2634,110010677703,1100106777,DENTISALUD GALERIAS,CR.21 No.53-32 P1,830090760,Sin Dato,Instituciones - IPS,Juridica,Privada,7046410/11/08,asistente.exito170@dentisalud.com.co,,
2636,2636,110011977610,1100119776,NATURAL BODY CENTER LTDA,CALLE 53 B 24 80 CS 312,830116823,Sin Dato,Instituciones - IPS,Juridica,Privada,3460468,CONTACTENOS@NATURALBODYCENTER.COM,,
2637,2637,110011977611,1100119776,NATURAL BODY CENTER LTDA,CALLE 53 B 24 80 CS 513,830116823,Sin Dato,Instituciones - IPS,Juridica,Privada,3112199816,contactenos@naturalbodycenter.com,,
2639,2639,110010602439,1100106024,DINAMICA IPS COLMEDICA CALLE 84,"Carrera 18 No. 84-06/10 CN 10,11,12,13 Y 15 P8 ALA SUR",800225057,3314501,Instituciones - IPS,Juridica,Privada,3314500 ext 14572,juliqupe@dinamicaips.com.co,,
2642,2642,110012886201,1100128862,GRUPO ORAL HOME S.A. BOGOTA - SUCURSAL,CRA 68D NRO 18-30 INTERIOR 1,900219487,Sin Dato,Instituciones - IPS,Juridica,Privada,4117621 - 3154678427,oralhome@oralhome.com.co,,
2643,2643,110012886301,1100128863,CIFES SAS,CRA 65 A N 98-94,900870114,Sin Dato,Instituciones - IPS,Juridica,Privada,7448989 EXT: 601,adriana@cifes.com,,
2644,2644,110012887101,1100128871,IPS SALUD OCUPACIONAL HORIZONTE LTDA SIGLA SOH,Calle 59 No. 13 - 33 Oficina 404,900486009,2110451,Instituciones - IPS,Juridica,Privada,3227118,m.ramirez@gsh.com.co,,
2648,2648,110012891101,1100128911,UNIDAD MEDICA INTEGRAL MOTUS IPS SAS,CL 24 A NO. 81 C 90,900867338,Sin Dato,Instituciones - IPS,Juridica,Privada,4975736,Motus.integral@gmail.com,,
2650,2650,110012892301,1100128923,Medicina Especializada en Dolor y Trabajo Medt SAS. Sigla: Medt SAS,Carrera 13 No. 48 26 Consultorio 102,900821118,Sin Dato,Instituciones - IPS,Juridica,Privada,3143174053,gerencia.medt@gmail.com,,
2652,2652,110012182101,1100121821,SALUS GLOBAL PARTNERS GC S.A.S SIGLA SALUS GP S.A.S,carrera 50 no 106 - 22,900268120,Sin Dato,Instituciones - IPS,Juridica,Privada,6467389- 3186085839,presidencia@salusgp.com,,
2657,2657,110011104807,1100111048,CENDIATRA NORTE 2,CR 20 NO. 83-89,800180176,2830372,Instituciones - IPS,Juridica,Privada,2826817,CENDIATRA@CENDIATRA.COM,,
2663,2663,110012899501,1100128995,IPS CAMEDICA MP SAS,CR 20 C No 75 a 26,900887213,7047525,Instituciones - IPS,Juridica,Privada,7047515,ipscamedicamp@outlook.com,,
2664,2664,110012900301,1100129003,Cliniderma sas,Carrera 19 a Nº 82 - 85 cons 607,900676520,Sin Dato,Instituciones - IPS,Juridica,Privada,7953131 ext 6070,maurogamboaarango@gmail.com,,
2665,2665,110012900801,1100129008,S & S IPS SEGURIDAD Y SALUD EN EL TRABAJO SAS,CR 70 No. 105 - 17 P 2 CS 201,900882546,6245314,Instituciones - IPS,Juridica,Privada,3168260921,sis.saludocupacional@gmail.com,,
2667,2667,110012901501,1100129015,AG Asistencias IPS SAS,AK 45 N°93-39 Oficina 101,900863547,Sin Dato,Instituciones - IPS,Juridica,Privada,7042621,dporras@agasistencias.com,,
2670,2670,110010683414,1100106834,RTS AGENCIA UNIVERSIDAD NACIONAL,"Cl 44 # 59-75 Piso 1, Unidad Renal, Consultorio 26 y 27",805011262,Sin Dato,Instituciones - IPS,Juridica,Privada,5552105 - 3105480048,patricia_orozco@baxter.com,,
2674,2674,110012790504,1100127905,DENTIX BOGOTA GRAN ESTACIÓN,Av. Carrera 60 No.24-09 Local 1-27,900759454,Sin Dato,Instituciones - IPS,Juridica,Privada,3902246,cmunoz@dentix.co,,
