RAZON SOCIAL;SEDE;DIRECCIÓN;IPSTELEFON;CORREO;TIPO DE IPS
Inpat Investigaciones En Patologia  Ltda;Inpat Investigaciones En Patologia  Ltda;CL 83 # 19 36 CS 504;6349182;inpat2005@yahoo.com.ar;Privada
Insight Psicologia IPS SAS;Insight Psicologia IPS SAS;KR 13 A # 78 38 OF 201;5301400;info@insightpsicologia.net;Privada
Institución De Rehabilitacion Integral SAS Tak SAS;Institución De Rehabiltiacion Integral Tak IPS;CL 50 # 13 62 CS 406;2156944;nannigomez1@gmail.com;Privada
Institución Prestadora De Servicios De Salud IPS Centro Alternativo Sanar;Institución Prestadora De Servicios De Salud IPS Centro Alternativo Sanar;AC 8 # 73 04 PI 2;2921813;;Privada
Institución Prestadora De Servicios De Salud IPS Centro Alternativo Sanar Cia Ltda;Institución Prestadora De Servicios De Salud IPS Centro Alternativo Sanar Cia Ltda;AC 8 # 73 04 PI 2;2921813;;Privada
Instituto Americano De Oftalmologia Ltda;Instituto Americano De Oftalmologia;KR 15 # 88 20 PI 2;2573064;iao-88@inter.net.co;Privada
Instituto Clínico Nacional Eu;Instituto Clínico Nacional Eu;CL 45 C BIS # 22 36;2850507;vasgom77@hotmail.com;Privada
Instituto Colombiano De Enfermedades Vasculares Icev Ltda;Instituto Colombiano De Enfermedades Vasculares Icev Ltda;AK 45 # 106 30 CS 203;5239373;secgerencia@cardiovascularnavarra.org;Privada
Instituto Colombiano De Genetica Y Oncologia Molecular Ltda;Instituto Colombiano De Genetica Y Oncologia Molecular Ltda;KR 19 C # 86 14 OF 604;6164902;incogem@yahoo.com;Privada
Instituto Colombiano De Gerontologia Y Geriatria Ltda Sigla Icgg Ltda;Instituto Colombiano De Gerontologia Y Geriatria Ltda Sigla Icgg Ltda;KR 73 BIS # 55 74;4296022;incolger@gmail.com;Privada
Instituto Colombiano De Lentes De Contacto SAS;Instituto Colombiano De Lentes De Contacto;CL 79 # 11 46;7450555;instituto@italquimica.com;Privada
Instituto Colombiano De Neurociencias Limitada;Instituto Colombiano De Neurociencias Limitada;KR 64 # 98 26;2530004;neurociencias@cable.net.co;Privada
Instituto Colombiano De Neuropsicología Y Rehabilitación Integral SAS;Instituto Colombiano De Neuropsicología Y Rehabilitación Integral SAS;CL 33 BIS # 15  64 PI 2;2881711;icnrsas@hotmail.com;Privada
Instituto Colombiano De Neuropsicología Y Rehabilitación Integral SAS;Instituto Colombiano De Neuropsicología Y Rehabilitación Integral SAS;CL 33 BIS # 15 64 PI 2;4674654;icnrisas@hotmail.com;Privada
Instituto Colombiano De Promoción Y Prevención SAS;Instituto Colombiano De Promoción Y Prevención SAS;CL 53 # 9 59 OF 401;3102900155;icppsas@gmail.com;Privada
Instituto Colombiano De RehabilitaciÙn Artes Deportes Y Oficios IPS SAS;Instituto Colombiano De RehabilitaciÙn Artes Deportes Y Oficios IPS SAS;KR 94 # 76 82  PI 4 OF 403;3103266579;incrado_ips_sas@yahoo.es;Privada
Instituto Colombiano Del Sistema Nervioso-Clínica Montserrat;Instituto Colombiano Del Sistema Nervioso-Clínica Montserrat;CL 134 # 17 71;2596001;finanzas@clinicamontserrat.com.co;Privada
Instituto De Cirugia Ocular Palermo Ltda;Instituto De Cirugia Ocular Palermo;CL 46 # 13 13;2456623;;Privada
Instituto De Cirugia Re Constructiva Y Rehabilitacion E.U. Incire;Instituto De Cirugia Re Constructiva Y Rehabilitacion E.U. Incire;KR 13 # 48 26 CS 104;2450040;incire@gmail.com;Privada
Instituto De Cornea SAS;Instituto De Cornea;KR 7 A # 121 36;6128426;cirugia@incornea.com.co;Privada
Instituto De Crecimiento Y Desarrollo Humanos S.A. (Icdh S.A.);Instituto De Crecimiento Y Desarrollo Humanos S.A. (Icdh S.A.);KR 9 B # 122 45;6205501;icdhsa@hotmail.com;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Idime Compensar Kennedy;TV 78 H # 41 C 48 SUR PI 4;0;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Idime La Carolina;KR 14 # 127 11 CS 101;6146884;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Idime S.A. Sede Lago;CL 76 # 13 46;3438770;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Idime S.A. Sede Norte;AK 45 # 122 68;2137100;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Idime S.A. Sede Suba;KR 92 # 151 01;6.82506e+013;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Idime Sa Compensar 26;AC 26 # 66 A 48 PI 2 3 TO C;3438770 Ext. 203;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Idime Sede Lago Calle 77;CL 77 # 13 35;3438770;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Instituto De Diagnóstico Medico Idime S.A Sede Corferias;AK 40 # 20 73;2620906 Ext. 141;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Instituto De Diagnóstico Medico S.A -Idime S.A;KR 8 # 17 45 SUR;4974000;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Instituto De Diagnóstico Medico S.A.  Compensar Cll 94;CL 94 # 23 43 PI 6 7;6445757 Ext. 2980;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Instituto De Diagnóstico Medico S.A. Sede Palermo;CL 45 B # 24 25;3438770;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Instituto De Diagnóstico Medico S.A. Sede Sisalud Mol;CL 50 A SUR # 7 75;7145611 Ext. 116;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Instituto De Diagnóstico Medico Sa Compensar Cll 67;CL 67 # 10 06;3210078;garantiadecalidad@idime.com.co;Privada
Instituto De Diagnóstico Medico S.A - Idime S.A;Instituto De Diagnóstico Medico Uci Sur;AK 10 # 16 29 SUR;3438770;garantiadecalidad@idime.com.co;Privada
Instituto De Enfermedades Respiratorias De Niño;Instituto De Enfermedades Respiratorias De Niño;DG 84 # 28 09;6228534;;Privada
Instituto De Especialistas Medico - Biologico Ltda;Instituto De Especialistas Medico - Biologico Ltda;CL 62 # 21 44;3471017;institutodeespecialistasmb@hotmail.com;Privada
Instituto De Estetica Medica De Colombia Ltda;Dra Luz Marina Diaz Medicina Estetica;KR 23 # 124 87 OF 202;6190865;info@draluzmarinadiaz.com;Privada
Instituto De Estudios Cientificos En Odontología S.A. Sigla Ieco;Atención Prioritaria Clínica Colombia;CL 23 # 66 46 IN 4 CS 516 Y 519;2217147;iecood@yahoo.com;Privada
Instituto De Estudios Cientificos En Odontología S.A. Sigla Ieco;Clínicas Odontológicas Ieco S.A. - Consulta Prioritaria;CL 93 # 14 16;6350054;iecood@yahoo.com;Privada
Instituto De Estudios Cientificos En Odontología S.A. Sigla Ieco;Consultorio Radiologico Oral Y Maxilofacial;CL 96 # 10 29 CS 103;6556020;;Privada
Instituto De Estudios Cientificos En Odontología S.A. Sigla Ieco;Ieco Imagenes Diagnosticas Clínica Colombia;CL 23 # 66 46 IN 4 CS 510;3242834;iecood@yahoo.com;Privada
Instituto De Estudios Cientificos En Odontología S.A. Sigla Ieco;Ieco S.A. - Centro De Blanqueamiento Dental;CL 97 # 10 14;2563229;iecood@yahoo.com;Privada
Instituto De Estudios Cientificos En Odontología S.A. Sigla Ieco;Instituto De Estudios Cientificos En Odontología S A Sigla Ieco;CL 150 # 16 56 CS 3-006,3-010 Y 1-139;2563229;;Privada
Instituto De Fertilidad Humana SAS;Instituto De Fertilidad Humana SAS;CL 124 # 7 38 PI 7 702;6190010;enfermeria.bogota@inser.com.co;Privada
Instituto De Gastroenterologia Ltda;Instituto De Gastroenterologia Ltda;CL 93 B # 13 92 OF 201;6235500;;Privada
Instituto De Laser Para La Belleza Y La Vida  -Skin Laser Ltda;Instituto De Laser Para La Belleza Y La Vida  -Skin Laser Ltda;CL 96 # 12 09;2364411;skinlaser@col.net.co;Privada
Instituto De Medicina Del Trabajo Imetra Ltda;Instituto De Medicina Del Trabajo Imetra Ltda;KR 13 # 49 15 OF 401;5106214;info@imetracolombia.com;Privada
Instituto De Medicina Holistica Ltda Medicina Del Siglo Xxi;Instituto De Medicina Holistica Medicina Del Siglo Xxi;KR 17 # 48 37 PI 2;2880546;;Privada
Instituto De Microbiologia Colombiano Ltda;Instituto De Microbiologia Colombiano Ltda;CL 73 # 10 10 CS 301;5420213-18-3461686;institutodemicrobiologia@yahoo.com;Privada
Instituto De Neurociencias Aplicadas Inea IPS;Instituto De Neurociencias Aplicadas Inea IPS;CL 108 # 14 22;6007852;institutodeneurociencias@gmail.com;Privada
Instituto De Ortopedia Infantil Roosevelt;Sede Alquería;AK 68 # 31 41 SUR CS 6 PI 1;7460909;dirgeneral@institutotoosvelt.org.co;Privada
Instituto De Ortopedia Infantil Roosevelt;Sede Avenida 68;AK 68 # 68 B 31 PI 1 CS 106;7460909;dirgeneral@institutotoosvelt.org.co;Privada
Instituto De Ortopedia Infantil Roosevelt;Sede Norte;AK 45 # 145 64 CS 205 PI 2;7460909;dirgeneral@institutotoosvelt.org.co;Privada
Instituto De Ortopedia Infantil Roosevelt;Sede Propace;KR 54 # 65-85;2504461;dirgeneral@institutoroosevelt.org.co;Privada
Instituto De Ortopedia Y Cirugia Plastica SAS;Instituto De Ortopedia Y Cirugia Plastica SAS;AK 19 # 114 87;6190311;pacientesiocp@hotmail.com;Privada
Instituto De Osteoporosis S.A.S;Instituto De Osteoporosis S.A.S;AV BOYACA # 54 A 15;4162481;agendainor@hotmail.com;Privada
Instituto De Referencia Andino S.A.S;Instituto De Referencia Andino S.A.S;CL 13 # 60 49 PI 3;2900077;;Privada
Instituto De Referencia Andino S.A.S;Instituto De Referencia Andino S.A.S;KR 9 # 49 02 CS 402;3400020;;Privada
Instituto De Referencia Andino S.A.S;Instituto De Referencia Andino S.A.S;CL 80 # 8 84;3210081;;Privada
Instituto De Rehabilitacion Anael SAS;Instituto De Rehabilitacion Anael SAS;KR 16 # 80 11 CS 703;6160988;anael_terapias@hotmail.com;Privada
Instituto De Tumores De La Mujer Tumor Gyne Ltda;Tumor Gyne Calle 91;KR 16 # 82 29 CS 509;2564021;tumorgyne@hotmail.com;Privada
Instituto Del Corazón De Bucaramanga S.A.;Instituto Del Corazón De Bogotá;AV CARACAS # 34 47;3734723;contacto@institutodelcorazon.com;Privada
Instituto Del Corazón De Bucaramanga S.A.;Sede Ambulatoria Corazón Sano;CL 35 # 14 58;7430972;calidad_bog@institutodelcorazon.com;Privada
Instituto Integral De Audicion Y Lenguaje Sentir;Instituto Integral De Audicion Y Lenguaje Sentir;KR 70 C # 54 69;2634910;;Privada
Instituto Internacional De Implantes Orales Y Cirugia Facial Ltda Sigla Cireimplants Ltda;Instituto Internacional De Implantes Orales Y Cirugia Facial Ltda Sigla Cireimplants Ltda;KR 13 # 118 20;2152199;cireimplantsltda@telmex.net.co;Privada
Instituto Internacional Para La Investigacion Y Tratamiento De Las Enfermedades Inmonosupresoras Ltd;Instituto Internacional Para La Investigacion Y Tratamiento De Las Enfermedades Inmonosupresoras Ltd;CL 47 # 24 53;2857613;ipsathenas@yahoo.com;Privada
Instituto Llorente Medicina Preventiva Limitada;Instituto Llorente Medicina Preventiva Limitada;DG 54 # 16 A 10;2171200;;Privada
Instituto Medico De La 34;Instituto Medico De La 34;AV CARACAS # 34 36;3402147;;Privada
Instituto Medico La 34 Eu;Instituto Medico La 34 Eu;AV CARACAS # 34 36 PISO 2;2457209;insmedico@hotmail.com;Privada
Instituto Medico Niehans Zellen Ltda;Instituto Medico Niehans Zellen Ltda;TV 23 # 95 46;2362844;info@institutoniehanszelle.com;Privada
Instituto Nacional De Cancerología - Empresa Social Del Estado;Instituto Nacional De Cancerología - Empresa Social Del Estado;AC 1 SUR # 9 85;3341111;crada@cancer.gov.co;Publica
Instituto Nacional De Demencias Emanuel SAS;Instituto Nacional De Demencias Emanuel SAS;KR 20 # 14 A 08 SUR;5082443;inde.emanuel@gmail.com;Privada
Instituto Nacional De Demencias Emanuel SAS;Instituto Nacional De Demencias Emanuel SAS;CL 136 # 52 A 46;3207742186;inde.emanuel@gmail.com;Privada
Instituto Nacional De Obesidad Y Sobrepeso S A S Inalobes SAS;Instituto Nacional De Obesidad Y Sobrepeso S A S Inalobes S As;CL 24 B # 44A   67;6047284;wilredi@yahoo.es;Privada
Instituto Nacional De Oftalmologia Sa Quien Podra Utilizar La Sigla Ino Colombia Sa;Instituto Nacional De Oftalmologia Sa;CL 127 A 7 53 CS 5001 5002 500;7032530;enfermeriaino@hotmail.com;Privada
Instituto Nacional De Osteoporosis Limitada;Instituto Nacional De Osteoporosis Limitada;CL 55 # 72 A 05;4162481;;Privada
Instituto Nacional De Osteoporosis Y Reumatologia SAS;Instituto Nacional De Osteoporosis Y Reumatologia;CL 55 # 72 23;8052353;inorcolombia@hotmail.com;Privada
Instituto Nacional Del Riñon Ltda;Instituto Nacional Del Riñon Ltda;CL 43 # 25 61;3690280;zuniga@baxter.com;Privada
Instituto Oftalmologico Salamanca S.A Iosal Sa;Instituto Oftalmologico Salamanca S.A Iosal Sa;KR 18 # 79 32;6102088;iosal@hotmail.com;Privada
Instituto Otorrinolaringologo De Bogota Limitada;Instituto Otorrinolaringologo De Bogota;KR 27 A # 47 A 59;2443342;mengonza@starmedia.com;Privada
Instituto Para El Desarrollo Infantil Idi SAS;Instituto Para El Desarrollo Infantil Idi SAS;AC 161 # 16 D 10 615;3106785004;juanitacarvajal9@gmail.com;Privada
Instituto Para La Cirugia Plastica S.A.;Instituto Para La Cirugia Plastica S.A;KR 19 C # 90 59;5305925;patricia.pianetta@ernestoandrade.com;Privada
Instituto Para La Cirugia Plastica S.A.;Proestetica Icp;CL 72 # 10 34 LC 123;5305925;patricia.pianetta@ernestoandrade.com;Privada
Instituto Para La Cirugia Plastica S.A.;Proestetica Icp;KR 15 # 92 70 OF 502;5305925;patricia.pianetta@ernestoandrade.com;Privada
Instituto Para La Cirugia Plastica S.A.;Proestetica Icp;CL 100 # 15 25;5305925;patricia.pianetta@ernestoandrade.com;Privada
Instituto Para La Cirugia Plastica S.A.;Proestetica Icp;AV 19 # 102 31 LC 113;5305925;patricia.pianetta@ernestoandrade.com;Privada
Instituto Para La Cirugia Plastica S.A.;Proestetica Icp;AV 15 # 124 30 LC 125;5305925;patricia.pianetta@ernestoandrade.com;Privada
Instituto Para La Cirugia Plastica S.A.;Proestetica Icp;AK 58 # 127 59 LC 131;5305925;patricia.pianetta@ernestoandrade.com;Privada
Instituto Para La Cirugia Plastica S.A.;Proestetica Icp;CL 185 # 45 03 LC 2 124;5305925;patricia.pianetta@ernestoandrade.com;Privada
Instituto Para La Cirugía Plástica S.A.;Proestetica Icp;KR 7 # 32 70 LC 105;5305925;patricia.pianetta@ernestoandrade.com;Privada
Instituto Para La Cirugía Plástica S.A.;Proestetica Icp;KR 71D # 6-94 SUR LC 1203;4137140;patricia.pianetta@ernestoandrade.com;Privada
Instituto Piel Renaissence Ltda;Instituto Piel Renaissence Ltda;AV 19 # 102 31 LC 2-8;6021097;claudiacp16@hotmail.com;Privada
Instituto Ral;Instituto Ral;KR 19 # 63 33;4787887;institutoral@etb.net.co;Privada
Instituto Y Laboratorio Clínico Ltda;Instituto Y Laboratorio Clínico Ltda;CL 38 # 8 28 LC 1;2327272;jorgeaforerob@erb.net.co;Privada
Integra Centro Integral De Salud Promoción Del Apredizaje Y Actividades Sensomotrices Ltda;Integra Centro Integral De Salud Promoción Del Apredizaje Y Actividades Sensomotrices Ltda;TV 58 # 98 62;2537606;;Privada
Integra IPS Necesidades Educativas Especiales Ltda;Integra IPS Necesidades Educativas Especiales Ltda;CL 105 # 70 B 35;2581376;integra-ips@hotmail.com;Privada
Integra Medica  Colombia S.A;Integra Medica  Colombia S.A;KR 14 # 127 11 CS 303 MEZANINE PI 1;6146975;jaior@yahoo.com;Privada
Integra Medica  Colombia S.A;Integra Medica Colombia S.A - Kennedy;CL 36 SUR # 77 29 - 33;2366206;;Privada
Integra Medica  Colombia S.A;Integra Medica Colombia Sa - Suba;CL 140 # 9 19 CS 8 PI 3;2366206;;Privada
Integral Business Continuity Services Limitada Pudiendo Utilizar La Sigla Ibcs Ltda;Ibcs Ltda;CL 126 A # 7 C 23;7028473;administrativo@ibcsltda.com;Privada
Integral Business Continuity Services Limitada Pudiendo Utilizar La Sigla Ibcs Ltda.;IPS So Ibcs Policlínica El Sosiego;CL 18 SUR # 9 08;3728702;administrativo@ibcsltda.com;Privada
Integral Business Continuity Services Ltda - Ibcs Ltda;Integral Business Continuity Services Ltda - Ibcs Ltda;CL 98 # 15 17 OF 401;6213693-6213607;;Privada
Integral Health Colombia SAS;Integral Health Colombia SAS;DG 45 D # 16 -55;8050923;integralhealthsas@gmail.com;Privada
Integral Odontología Avanzada Ltda;Integral Odontología Avanzada Ltda;KR 17 # 106 16;6014858;juancarlosjaramillo@odontoavanzada.com;Privada
Integral Salud Ltda;Odontech;CL 109 # 17 A 35 OF 401;6021070;integralsaludltda@hotmail.com;Privada
Integral Solutions Sd SAS;Integral Solutions Sd SAS;KR 14 # 98 73 OF 503;6402953;gdiaz@integralsolutionssd.com;Privada
Integrar Y Vivir S A S;Integrar Y Vivir S A S;KR 68 A # 68 A 50;8063734;ips.integraryvivir@hotmail.com;Privada
Integrative IPS SAS;Integrative IPS SAS;AC 127 # 19 A 44-62 CS 502;6271380;integrative@outlook.com;Privada
Interdenfarma Ltda;Odontocentro Laser;AK 45 # 100 34 PI 1;6231115;odontocentrolase@etb.net.co;Privada
Intermedical Express Ltda;Intermedical Express Ltda;DG 61 D # 26 A 10;5495800;intermedicalexpress@hotmail.com;Privada
Internacional Telemedical Systems Colombia S.A Itms Colombia S.A;Internacional Telemedical Systems Colombia S.A Itms Colombia S.A;AC 26 # 69C 03 TORRE B PI 6;5931770;;Privada
International Corporation For Medical Checkup S.A.S Sigla Icfc S.A.S;International Corporation For Medical Checkup S.A.S Sigla Icfc S.A.S;KR 22 # 81 59;6356774;gerencia.general@icfcsas.com;Privada
International Dental Center SAS;International Dental Center SAS;AK 58 # 129 60 LC 102;3002732;idecbogota@gmail.com;Privada
Intervenir Salud Ocupacional S.A.S.;Intervenir Salud Ocupacional S.A.S.;KR 49 # 95 34;2567574;xsaavedra@intervenirsalud.com;Privada
Invecel Ltda;Depiel Medicina Estetica;KR 14 # 79 - 47 LC 101;2366830;pablo.gutierrez@depiel.com;Privada
Invecel Ltda;Unidad Quirurgica Depiel;AC 134 # 7 83 TO 3 PI 5 CONJ 351;3174315643;pablo.gutierrez@depiel.com;Privada
Inverestetica De Colombia S A S;Bodybrite Colina Campestre;AK 58 # 131 26;4912121;inveresteticadecolombia@hotmail.com;Privada
Inverestetica De Colombia S A S;Bodybrite Lago;KR 14 # 77 46 PI 2;4912121;lago@bodybrite.com;Privada
Invermundo S.A.;Clínica Apraez;AV SUBA # 115 58 TO A CS 401-B;6247389;dayan@redelecservicio.com.co;Privada
Invermundo S.A.;Clínica Apraez & Galvez;CL 125 # 19 A 28 IN 201;2159637;dayan@redelecservicio.com.co;Privada
Inversiones Acto SAS;Rehabilitacion De Piso Pelvico Rpp;CL 134 # 7 83 TO 3 PI 2 CS 325 -2;6336315;alfredocurrea2000@yahoo.com;Privada
Inversiones Agpolo Limitada;Crc 10 El Polo;AK 20 # 82 17;5333865;crc.elpolo@gmail.com;Privada
Inversiones Akikina SAS;Smartgym;CL 161 # 21-80;4674576;akikinasas@gmail.com;Privada
Inversiones Alexander Llanos S.A.S.;Dr Alex Llanos Unidad De Odontolog-A Est+Tica;CL 119 # 14 42 PI 2;3203481528;info@alexllanos.com;Privada
Inversiones Amarise S A S;Oralimagex Radiologia Digital;KR 14 # 78 44 PI 2;7429394;viktoramado@hotamil.com;Privada
Inversiones Andrés Y Gerónimo Ltda. Red Asistencial Móvil;RAM Red Asistencial Móvil Ltda.;KR 33 # 10 28;2372240;ramltda@msn.com;Privada
Inversiones Asuan SAS;Aqlaser;KR 13 # 96 67 OF 211;6105927;aqlaser.calidad@gmail.com;Privada
Inversiones B Ceballos A E.U.;Elite Dental Quirigua;TV 94 # 83 B 22;2518684;elite_dental@dental.net.co;Privada
Inversiones B Ceballos A E.U.;Elite Dental Villas;CL 128 B # 58 B 13;2533319;gerenciavillas@clinicaelitedental.com.co;Privada
Inversiones Balaguehr E U - Inverbalehr;Clínicas Odontológicas Balaguehr;DG 19 # 20 29 S;2781313;nopather@hotmail.com;Privada
Inversiones Balaguehr E U - Inverbalehr;Inversiones Balaguehr E U - Inverbalehr;TV 24 # 53 C 08;3003637;nopatehr@hotmail.com;Privada
Inversiones Bejarano Y Casas SAS;Clínica Odontológica Assist Dent;CL 32 SUR # 52 A 08 LC 201;2707226;sandra.bejarano@hotmail.com;Privada
Inversiones Carvajal Carreño Y Cia Ltda-Thermo Sthetic Center;Inversiones Carvajal Carreño Y Cia Ltda-Thermo Sthetic Center;CL 134 # 7 B 83 CS 1018;6255044;;Privada
Inversiones Castaño Triana SAS;Cromax Paola Triana Muñoz;KR 112 A # 78 D 08 PI 2;2294872;paola_triana1@hotmail.com;Privada
Inversiones Clabe Oral SAS;Soluciones Diagnosticas 3D Dx;CL 127 D # 58 70;6431915;claopinzon@hotmail.com;Privada
Inversiones Collage De Belleza E U;Inversiones Collage De Belleza E U;CL 93 # 18 58;6222613;;Privada
Inversiones Crear Rama S.A.;Dentisalud;AC 57 R SUR # 72 20 LC 16;6363377;danelly.torres@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud;KR 7 # 12 42 PI 2;3369811;luz.moreno@dentisalud.com.co07;Privada
Inversiones Crear Rama S.A.;Dentisalud;KR 71 D # 6 94 SUR LC 3501 Y 3501 A;4461500;dentiplaza@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud;KR 69 B # 23 C 76 LC 12;7459010;recepcion.salitre@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud;AC 53 # 73 15;2955898;sistemas@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud;CL 91 # 15 14;6363377;sistemas@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud;AC 80 # 69 Q 50 LC 21;6.91596e+006;sistemas@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud;AC 80 # 69 Q 50 LC 52;6915957;dentiautonorte@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud;CL 122 # 15 16 LC 202;6371511;andrea.rozo@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud;KR 13 # 146 90 LC 3;6142786;denticedritos@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud;AK 104 # 148 07 LC 270;6350750;andres.zapata@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud Alamos;CL 71 B # 99 C 32;7030469;sistemas@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud Centro Mayor;CL 38 A SUR # 34 D 50 LC 3028;7427052;recepcion.centromayor@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud Chapinero;KR 9 # 60 09 AP 201;7459010;recepcion.chapinero@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud Kennedy;KR 78 B # 26 36 SUR;7042314;servicio.cliente@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud Roma;KR 79 H # 55 SUR 08 LC 1;3003448;diana.grillo@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Dentisalud Suba Bomberos;KR 92 # 146 B 10 PI 2;3000727;servicio.cliente@dentisalud.com.co;Privada
Inversiones Crear Rama S.A.;Inversiones Crear Promoción Y Prevención En Salud;CL 91 # 15 14 CS 201;6363377-2361979;gerenciacientifica@dentisalud.com.co;Privada
Inversiones Dama Salud S.A.;Sonria Dama Salud Colina Campestre;AK 58 # 128 B 94;6433130;scolina@sonria.com.co;Privada
